Microsoft (R) Macro Assembler (x64) Version 14.27.29111.0   07/26/21 14:58:20
StackMachine.asm					     Page 1 - 1



 00000000			.code
 000005FB  48/ 83 C2 01			add rdx,1h
 000005FF  48/ 0F B6 02			movzx rax,byte ptr[rdx]
 00000603  41/ FF 24 C0			jmp qword ptr[r8+rax*8h]
 00000607			ViDivw endp

 00000607			ViDivd proc
 00000607  8B 44 24 08			mov eax,[rsp+8h]
 0000060B  8B 54 24 04			mov edx,[rsp+4h]
 0000060F  F7 34 24			div dword ptr[rsp]
 00000612  48/ 83 C4 04			add rsp,4h
 00000616  89 44 24 04			mov [rsp+4h],eax
 0000061A  89 14 24			mov [rsp],edx
 0000061D  9C				pushfq
 0000061E  48/ 83 C2 01			add rdx,1h
 00000622  48/ 0F B6 02			movzx rax,byte ptr[rdx]
 00000626  41/ FF 24 C0			jmp qword ptr[r8+rax*8h]
 0000062A			ViDivd endp

 0000062A			ViDivq proc
 0000062A  48/ 8B 44 24			mov rax,[rsp+10h]
	   10
 0000062F  48/ 8B 54 24			mov rdx,[rsp+8h]
	   08
 00000634  48/ F7 34 24			div qword ptr[rsp]
 00000638  48/ 83 C4 08			add rsp,8h
 0000063C  48/ 89 44 24			mov [rsp+8h],rax
	   08
 00000641  48/ 89 14 24			mov [rsp],rdx
 00000645  9C				pushfq
 00000646  48/ 83 C2 01			add rdx,1h
 0000064A  48/ 0F B6 02			movzx rax,byte ptr[rdx]
 0000064E  41/ FF 24 C0			jmp qword ptr[r8+rax*8h]
 00000652			ViDivq endp

 00000652			ViAndb proc
 00000652  8A 04 24			mov al,byte ptr[rsp]
 00000655  48/ 83 C4 01			add rsp,1h
 00000659  20 04 24			and byte ptr[rsp],al
 0000065C  9C				pushfq
 0000065D  48/ 83 C2 01			add rdx,1h
 00000661  48/ 0F B6 02			movzx rax,byte ptr[rdx]
 00000665  41/ FF 24 C0			jmp qword ptr[r8+rax*8h]
 00000669			ViAndb endp

 00000669			ViAndw proc
 00000669  66| 8B 04 24			mov ax,word ptr[rsp]
 0000066D  48/ 83 C4 02			add rsp,2h
 00000671  66| 21 04 24			and word ptr[rsp],ax
 00000675  9C				pushfq
 00000676  48/ 83 C2 01			add rdx,1h
 0000067A  48/ 0F B6 02			movzx rax,byte ptr[rdx]
 0000067E  41/ FF 24 C0			jmp qword ptr[r8+rax*8h]
 00000682			ViAndw endp

 00000682			ViAndd proc
 00000682  8B 04 24			mov eax,dword ptr[rsp]
 00000685  48/ 83 C4 04			add rsp,4h
 00000689  21 04 24			and dword ptr[rsp],eax
 0000068C  9C				pushfq
 0000068D  48/ 83 C2 01			add rdx,1h
 00000691  48/ 0F B6 02			movzx rax,byte ptr[rdx]
 00000695  41/ FF 24 C0			jmp qword ptr[r8+rax*8h]
 00000699			ViAndd endp

 00000699			ViAndq proc
 00000699  58				pop rax
 0000069A  48/ 21 04 24			and qword ptr[rsp],rax
 0000069E  9C				pushfq
 0000069F  48/ 83 C2 01			add rdx,1h
 000006A3  48/ 0F B6 02			movzx rax,byte ptr[rdx]
 000006A7  41/ FF 24 C0			jmp qword ptr[r8+rax*8h]
 000006AB			ViAndq endp

 000006AB			ViOrb proc
 000006AB  8A 04 24			mov al,byte ptr[rsp]
 000006AE  48/ 83 C4 01			add rsp,1h
 000006B2  08 04 24			or byte ptr[rsp],al
 000006B5  9C				pushfq
 000006B6  48/ 83 C2 01			add rdx,1h
 000006BA  48/ 0F B6 02			movzx rax,byte ptr[rdx]
 000006BE  41/ FF 24 C0			jmp qword ptr[r8+rax*8h]
 000006C2			ViOrb endp

 000006C2			ViOrw proc
 000006C2  66| 8B 04 24			mov ax,word ptr[rsp]
 000006C6  48/ 83 C4 02			add rsp,2h
 000006CA  66| 09 04 24			or word ptr[rsp],ax
 000006CE  9C				pushfq
 000006CF  48/ 83 C2 01			add rdx,1h
 000006D3  48/ 0F B6 02			movzx rax,byte ptr[rdx]
 000006D7  41/ FF 24 C0			jmp qword ptr[r8+rax*8h]
 000006DB			ViOrw endp

 000006DB			ViOrd proc
 000006DB  8B 04 24			mov eax,dword ptr[rsp]
 000006DE  48/ 83 C4 04			add rsp,4h
 000006E2  09 04 24			or dword ptr[rsp],eax
 000006E5  9C				pushfq
 000006E6  48/ 83 C2 01			add rdx,1h
 000006EA  48/ 0F B6 02			movzx rax,byte ptr[rdx]
 000006EE  41/ FF 24 C0			jmp qword ptr[r8+rax*8h]
 000006F2			ViOrd endp

 000006F2			ViOrq proc
 000006F2  58				pop rax
 000006F3  48/ 09 04 24			or qword ptr[rsp],rax
 000006F7  9C				pushfq
 000006F8  48/ 83 C2 01			add rdx,1h
 000006FC  48/ 0F B6 02			movzx rax,byte ptr[rdx]
 00000700  41/ FF 24 C0			jmp qword ptr[r8+rax*8h]
 00000704			ViOrq endp

 00000704			ViXorb proc
 00000704  8A 04 24			mov al,byte ptr[rsp]
 00000707  48/ 83 C4 01			add rsp,1h
 0000070B  30 04 24			xor byte ptr[rsp],al
 0000070E  9C	pushfq
 0000070F  48/ 83 C2 01			add rdx,1h
 00000713  48/ 0F B6 02			movzx rax,byte ptr[rdx]
 00000717  41/ FF 24 C0			jmp qword ptr[r8+rax*8h]
 0000071B			ViXorb endp

 0000071B			ViXorw proc
 0000071B  66| 8B 04 24			mov ax,word ptr[rsp]
 0000071F  48/ 83 C4 02			add rsp,2h
 00000723  66| 31 04 24			xor word ptr[rsp],ax
 00000727  9C				pushfq
 00000728  48/ 83 C2 01			add rdx,1h
 0000072C  48/ 0F B6 02			movzx rax,byte ptr[rdx]
 00000730  41/ FF 24 C0			jmp qword ptr[r8+rax*8h]
 00000734			ViXorw endp

 00000734			ViXord proc
 00000734  8B 04 24			mov eax,dword ptr[rsp]
 00000737  48/ 83 C4 04			add rsp,4h
 0000073B  31 04 24			xor dword ptr[rsp],eax
 0000073E  9C				pushfq
 0000073F  48/ 83 C2 01			add rdx,1h
 00000743  48/ 0F B6 02			movzx rax,byte ptr[rdx]
 00000747  41/ FF 24 C0			jmp qword ptr[r8+rax*8h]
 0000074B			ViXord endp

 0000074B			ViXorq proc
 0000074B  58				pop rax
 0000074C  48/ 31 04 24			xor qword ptr[rsp],rax
 00000750  9C				pushfq
 00000751  48/ 83 C2 01			add rdx,1h
 00000755  48/ 0F B6 02			movzx rax,byte ptr[rdx]
 00000759  41/ FF 24 C0			jmp qword ptr[r8+rax*8h]
 0000075D			ViXorq endp

 0000075D			ViShlb proc
 0000075D  4C/ 8B E1			mov r12,rcx
 00000760  8A 0C 24			mov cl,byte ptr[rsp]	;load shift amout
 00000763  48/ 83 C4 01			add rsp,1h
 00000767  D2 24 24			shl byte ptr[rsp],cl
 0000076A  9C				pushfq
 0000076B  49/ 8B CC			mov rcx,r12
 0000076E  48/ 83 C2 01			add rdx,1h
 00000772  48/ 0F B6 02			movzx rax,byte ptr[rdx]
 00000776  41/ FF 24 C0			jmp qword ptr[r8+rax*8h]
 0000077A			ViShlb endp

 0000077A			ViShlw proc
 0000077A  4C/ 8B E1			mov r12,rcx
 0000077D  8A 0C 24			mov cl,byte ptr[rsp]
 00000780  48/ 83 C4 01			add rsp,1h
 00000784  66| D3 24 24			shl word ptr[rsp],cl
 00000788  9C				pushfq
 00000789  49/ 8B CC			mov rcx,r12
 0000078C  48/ 83 C2 01			add rdx,1h
 00000790  48/ 0F B6 02			movzx rax,byte ptr[rdx]
 00000794  41/ FF 24 C0			jmp qword ptr[r8+rax*8h]
 00000798			ViShlw endp

 00000798			ViShld proc
 00000798  4C/ 8B E1			mov r12,rcx
 0000079B  8A 0C 24			mov cl,byte ptr[rsp]
 0000079E  48/ 83 C4 01			add rsp,1h
 000007A2  D3 24 24			shl dword ptr[rsp],cl
 000007A5  9C				pushfq
 000007A6  49/ 8B CC			mov rcx,r12
 000007A9  48/ 83 C2 01			add rdx,1h
 000007AD  48/ 0F B6 02			movzx rax,byte ptr[rdx]
 000007B1  41/ FF 24 C0			jmp qword ptr[r8+rax*8h]
 000007B5			ViShld endp

 000007B5			ViShlq proc
 000007B5  4C/ 8B E1			mov r12,rcx
 000007B8  8A 0C 24			mov cl,byte ptr[rsp]
 000007BB  48/ 83 C4 01			add rsp,1h
 000007BF  48/ D3 24 24			shl qword ptr[rsp],cl
 000007C3  9C				pushfq
 000007C4  49/ 8B CC			mov rcx,r12
 000007C7  48/ 83 C2 01			add rdx,1h
 000007CB  48/ 0F B6 02			movzx rax,byte ptr[rdx]
 000007CF  41/ FF 24 C0			jmp qword ptr[r8+rax*8h]
 000007D3			ViShlq endp

 000007D3			ViShrb proc
 000007D3  4C/ 8B E1			mov r12,rcx
 000007D6  8A 0C 24			mov cl,byte ptr[rsp]	;load shift amout
 000007D9  48/ 83 C4 01			add rsp,1h
 000007DD  D2 2C 24			shr byte ptr[rsp],cl
 000007E0  9C				pushfq
 000007E1  49/ 8B CC			mov rcx,r12
 000007E4  48/ 83 C2 01			add rdx,1h
 000007E8  48/ 0F B6 02			movzx rax,byte ptr[rdx]
 000007EC  41/ FF 24 C0			jmp qword ptr[r8+rax*8h]
 000007F0			ViShrb endp

 000007F0			ViShrw proc
 000007F0  4C/ 8B E1			mov r12,rcx
 000007F3  8A 0C 24			mov cl,byte ptr[rsp]
 000007F6  48/ 83 C4 01			add rsp,1h
 000007FA  66| D3 2C 24			shr word ptr[rsp],cl
 000007FE  9C				pushfq
 000007FF  49/ 8B CC			mov rcx,r12
 00000802  48/ 83 C2 01			add rdx,1h
 00000806  48/ 0F B6 02			movzx rax,byte ptr[rdx]
 0000080A  41/ FF 24 C0			jmp qword ptr[r8+rax*8h]
 0000080E			ViShrw endp

 0000080E			ViShrd proc
 0000080E  4C/ 8B E1			mov r12,rcx
 00000811  8A 0C 24			mov cl,byte ptr[rsp]
 00000814  48/ 83 C4 01			add rsp,1h
 00000818  D3 2C 24			shr dword ptr[rsp],cl
 0000081B  9C				pushfq
 0000081C  49/ 8B CC			mov rcx,r12
 0000081F  48/ 83 C2 01			add rdx,1h
 00000823  48/ 0F B6 02			movzx rax,byte ptr[rdx]
 00000827  41/ FF 24 C0			jmp qword ptr[r8+rax*8h]
 0000082B			ViShrd endp

 0000082B			ViShrq proc
 0000082B  4C/ 8B E1			mov r12,rcx
 0000082E  8A 0C 24			mov cl,byte ptr[rsp]
 00000831  48/ 83 C4 01			add rsp,1h
 00000835  48/ D3 2C 24			shr qword ptr[rsp],cl
 00000839  9C				pushfq
 0000083A  49/ 8B CC			mov rcx,r12
 0000083D  48/ 83 C2 01			add rdx,1h
 00000841  48/ 0F B6 02			movzx rax,byte ptr[rdx]
 00000845  41/ FF 24 C0			jmp qword ptr[r8+rax*8h]
 00000849			ViShrq endp

 00000849			ViCmpb proc
 00000849  8A 04 24			mov al,byte ptr[rsp]
 0000084C  38 44 24 01			cmp byte ptr[rsp+1],al
 00000850  9C				pushfq
 00000851  48/ 83 C2 01			add rdx,1h
 00000855  48/ 0F B6 02			movzx rax,byte ptr[rdx]
 00000859  41/ FF 24 C0			jmp qword ptr[r8+rax*8h]
 0000085D			ViCmpb endp

 0000085D			ViCmpw proc
 0000085D  66| 8B 04 24			mov ax,word ptr[rsp]
 00000861  66| 39 44 24			cmp word ptr[rsp+2],ax
	   02
 00000866  9C				pushfq
 00000867  48/ 83 C2 01			add rdx,1h
 0000086B  48/ 0F B6 02			movzx rax,byte ptr[rdx]
 0000086F  41/ FF 24 C0			jmp qword ptr[r8+rax*8h]
 00000873			ViCmpw endp

 00000873			ViCmpd proc
 00000873  8B 04 24			mov eax,dword ptr[rsp]
 00000876  39 44 24 04			cmp dword ptr[rsp+4],eax
 0000087A  9C				pushfq
 0000087B  48/ 83 C2 01			add rdx,1h
 0000087F  48/ 0F B6 02			movzx rax,byte ptr[rdx]
 00000883  41/ FF 24 C0			jmp qword ptr[r8+rax*8h]
 00000887			ViCmpd endp

 00000887			ViCmpq proc
 00000887  48/ 8B 04 24			mov rax,qword ptr[rsp]
 0000088B  48/ 39 44 24			cmp qword ptr[rsp+8],rax
	   08
 00000890  9C				pushfq
 00000891  48/ 83 C2 01			add rdx,1h
 00000895  48/ 0F B6 02			movzx rax,byte ptr[rdx]
 00000899  41/ FF 24 C0			jmp qword ptr[r8+rax*8h]
 0000089D			ViCmpq endp

 0000089D			ViJmp proc
 0000089D  58				pop rax
 0000089E  48/ 03 D0			add rdx,rax
 000008A1  48/ 0F B6 02			movzx rax,byte ptr[rdx]
 000008A5  41/ FF 24 C0			jmp qword ptr[r8+rax*8h]
 000008A9			ViJmp endp

 000008A9			ViJmpi proc
 000008A9  48/ 8B 42 01			mov rax,[rdx+1h]			;load 8 byte immediate jump offset
 000008AD  48/ 03 D0			add rdx,rax
 000008B0  48/ 0F B6 02			movzx rax,byte ptr[rdx]
 000008B4  41/ FF 24 C0			jmp qword ptr[r8+rax*8h]
 000008B8			ViJmpi endp

 000008B8			ViJl proc
 000008B8  9D				popfq					;pop rflags
 000008B9  7C 0C			jl DoJump
 000008BB  48/ 83 C2 09			add rdx,9h
 000008BF  48/ 0F B6 02			movzx rax,byte ptr[rdx]
 000008C3  41/ FF 24 C0			jmp qword ptr[r8+rax*8h]
 000008C7			DoJump:
 000008C7  48/ 8B 42 01			mov rax,[rdx+1h]		;load 8 byte immediate jump offset
 000008CB  48/ 03 D0			add rdx,rax
 000008CE  48/ 0F B6 02			movzx rax,byte ptr[rdx]
 000008D2  41/ FF 24 C0			jmp qword ptr[r8+rax*8h]
 000008D6			ViJl endp

 000008D6			ViJle proc
 000008D6  9D				popfq
 000008D7  7E 0C			jle DoJump
 000008D9  48/ 83 C2 09			add rdx,9h
 000008DD  48/ 0F B6 02			movzx rax,byte ptr[rdx]
 000008E1  41/ FF 24 C0			jmp qword ptr[r8+rax*8h]
 000008E5			DoJump:
 000008E5  48/ 8B 42 01			mov rax,[rdx+1h]
 000008E9  48/ 03 D0			add rdx,rax
 000008EC  48/ 0F B6 02			movzx rax,byte ptr[rdx]
 000008F0  41/ FF 24 C0			jmp qword ptr[r8+rax*8h]
 000008F4			ViJle endp

 000008F4			ViJg proc
 000008F4  9D				popfq
 000008F5  7F 0C			jg DoJump
 000008F7  48/ 83 C2 09			add rdx,9h
 000008FB  48/ 0F B6 02			movzx rax,byte ptr[rdx]
 000008FF  41/ FF 24 C0			jmp qword ptr[r8+rax*8h]
 00000903			DoJump:
 00000903  48/ 8B 42 01			mov rax,[rdx+1h]
 00000907  48/ 03 D0			add rdx,rax
 0000090A  48/ 0F B6 02			movzx rax,byte ptr[rdx]
 0000090E  41/ FF 24 C0			jmp qword ptr[r8+rax*8h]
 00000912			ViJg endp

 00000912			ViJge proc
 00000912  9D				popfq
 00000913  7D 0C			jge DoJump
 00000915  48/ 83 C2 09			add rdx,9h
 00000919  48/ 0F B6 02			movzx rax,byte ptr[rdx]
 0000091D  41/ FF 24 C0			jmp qword ptr[r8+rax*8h]
 00000921			DoJump:
 00000921  48/ 8B 42 01			mov rax,[rdx+1h]
 00000925  48/ 03 D0			add rdx,rax
 00000928  48/ 0F B6 02			movzx rax,byte ptr[rdx]
 0000092C  41/ FF 24 C0			jmp qword ptr[r8+rax*8h]
 00000930			ViJge endp

 00000930			ViJz proc
 00000930  9D				popfq
 00000931  74 0C			jz DoJump
 00000933  48/ 83 C2 09			add rdx,9h
 00000937  48/ 0F B6 02			movzx rax,byte ptr[rdx]
 0000093B  41/ FF 24 C0			jmp qword ptr[r8+rax*8h]
 0000093F			DoJump:
 0000093F  48/ 8B 42 01			mov rax,[rdx+1h]
 00000943  48/ 03 D0			add rdx,rax
 00000946  48/ 0F B6 02			movzx rax,byte ptr[rdx]
 0000094A  41/ FF 24 C0			jmp qword ptr[r8+rax*8h]
 0000094E			ViJz endp

 0000094E			ViJnz proc
 0000094E  9D				popfq
 0000094F  75 0C			jnz DoJump
 00000951  48/ 83 C2 09			add rdx,9h
 00000955  48/ 0F B6 02			movzx rax,byte ptr[rdx]
 00000959  41/ FF 24 C0			jmp qword ptr[r8+rax*8h]
 0000095D			DoJump:
 0000095D  48/ 8B 42 01			mov rax,[rdx+1h]
 00000961  48/ 03 D0			add rdx,rax
 00000964  48/ 0F B6 02			movzx rax,byte ptr[rdx]
 00000968  41/ FF 24 C0			jmp qword ptr[r8+rax*8h]
 0000096C			ViJnz endp

 0000096C			ViCall proc
 0000096C  48/ 8B C2			mov rax,rdx
 0000096F  4C/ 8B 62 01			mov r12,[rdx+1h]			;load jump delta from instruction imm
 00000973  48/ 83 C0 09			add rax,9h
 00000977  50				push rax
 00000978  49/ 03 D4			add rdx,r12
 0000097B  48/ 0F B6 02			movzx rax,byte ptr[rdx]
 0000097F  41/ FF 24 C0			jmp qword ptr[r8+rax*8h]
 00000983			ViCall endp

 00000983			ViRet proc
 00000983  5A				pop rdx						;pop value from top of stack into vip
 00000984  48/ 0F B6 02			movzx rax,byte ptr[rdx]
 00000988  41/ FF 24 C0			jmp qword ptr[r8+rax*8h]
 0000098C			ViRet endp

 0000098C			ViX86Call proc
 0000098C  4D/ 8B E1			mov r12,r9				;preserve r9(storage)
 0000098F  49/ 89 49 10			mov [r9+10h],rcx		;preserve rcx(context)
 00000993  49/ 89 51 18			mov [r9+18h],rdx		;preserve rdx(instruction ptr)
 00000997  4D/ 89 41 20			mov [r9+20h],r8			;preserve r8(handler table)
 0000099B  4C/ 8B 4C 24			mov r9,[rsp+20h]
	   20
 000009A0  4C/ 8B 44 24			mov r8,[rsp+18h]
	   18
 000009A5  48/ 8B 54 24			mov rdx,[rsp+10h]
	   10
 000009AA  48/ 8B 4C 24			mov rcx,[rsp+8h]
	   08
 000009AF  58				pop rax					;pop call address from stack
 000009B0  FF D0			call rax				;call it omegalawl(large(big(sizeable)))
 000009B2  50				push rax				;push the value it returns
 000009B3  4D/ 8B CC			mov r9,r12				;restore r9
 000009B6  4D/ 8B 41 20			mov r8,[r9+20h]			;restore the rest of the registers
 000009BA  49/ 8B 51 18			mov rdx,[r9+18h]
 000009BE  49/ 8B 49 10			mov rcx,[r9+10h]
 000009C2  48/ 83 C2 01			add rdx,1h
 000009C6  48/ 0F B6 02			movzx rax,byte ptr[rdx]
 000009CA  41/ FF 24 C0			jmp qword ptr[r8+rax*8h]
 000009CE			ViX86Call endp

 000009CE			ViEditsp proc
 000009CE  48/ 0F BF 42			movsx rax,word ptr[rdx+1h]
	   01
 000009D3  48/ 03 E0			add rsp,rax
 000009D6  48/ 83 C2 03			add rdx,3h
 000009DA  48/ 0F B6 02			movzx rax,byte ptr[rdx]
 000009DE  41/ FF 24 C0			jmp qword ptr[r8+rax*8h]
 000009E2			ViEditsp endp

 000009E2			ViStsp proc
 000009E2  48/ 0F B6 42			movzx rax,byte ptr[rdx+1h]
	   01
 000009E7  48/ 89 24 C1			mov [rcx+rax*8h],rsp
 000009EB  48/ 83 C2 02			add rdx,2h
 000009EF  48/ 0F B6 02			movzx rax,byte ptr[rdx]
 000009F3  41/ FF 24 C0			jmp qword ptr[r8+rax*8h]
 000009F7			ViStsp endp

 000009F7			ViLdsp proc
 000009F7  48/ 0F B6 42			movzx rax,byte ptr[rdx+1h]
	   01
 000009FC  48/ 8B 24 C1			mov rsp,[rcx+rax*8h]
 00000A00  48/ 83 C2 02			add rdx,2h
 00000A04  48/ 0F B6 02			movzx rax,byte ptr[rdx]
 00000A08  41/ FF 24 C0			jmp qword ptr[r8+rax*8h]
 00000A0C			ViLdsp endp

 00000A0C			ViStip proc
 00000A0C  48/ 0F B6 42			movzx rax,byte ptr[rdx+1h]
	   01
 00000A11  48/ 83 C2 02			add rdx,2h
 00000A15  48/ 89 14 C1			mov [rcx+rax*8h],rdx
 00000A19  48/ 0F B6 02			movzx rax,byte ptr[rdx]
 00000A1D  41/ FF 24 C0			jmp qword ptr[r8+rax*8h]
 00000A21			ViStip endp

 00000A21			ViLdip proc
 00000A21  48/ 0F B6 42			movzx rax,byte ptr[rdx+1h]
	   01
 00000A26  48/ 8B 14 C1			mov rdx,[rcx+rax*8h]
 00000A2A  48/ 0F B6 02			movzx rax,byte ptr[rdx]
 00000A2E  41/ FF 24 C0			jmp qword ptr[r8+rax*8h]
 00000A32			ViLdip endp

 00000A32			ViSwapb proc
 00000A32  44/ 8A 14 24			mov r10b,byte ptr[rsp]
 00000A36  44/ 8A 5C 24			mov r11b,byte ptr[rsp+1h]
	   01
 00000A3B  44/ 88 54 24			mov byte ptr[rsp+1h],r10b
	   01
 00000A40  44/ 88 1C 24			mov byte ptr[rsp],r11b
 00000A44  48/ 83 C2 01			add rdx,1h
 00000A48  48/ 0F B6 02			movzx rax,byte ptr[rdx]
 00000A4C  41/ FF 24 C0			jmp qword ptr[r8+rax*8h]
 00000A50			ViSwapb endp

 00000A50			ViSwapw proc
 00000A50  66| 44/ 8B 14 24		mov r10w,word ptr[rsp]
 00000A55  66| 44/ 8B 5C 24		mov r11w,word ptr[rsp+2h]
	   02
 00000A5B  66| 44/ 89 54 24		mov word ptr[rsp+2h],r10w
	   02
 00000A61  66| 44/ 89 1C 24		mov word ptr[rsp],r11w
 00000A66  48/ 83 C2 01			add rdx,1h
 00000A6A  48/ 0F B6 02			movzx rax,byte ptr[rdx]
 00000A6E  41/ FF 24 C0			jmp qword ptr[r8+rax*8h]
 00000A72			ViSwapw endp

 00000A72			ViSwapd proc
 00000A72  44/ 8B 14 24			mov r10d,dword ptr[rsp]
 00000A76  44/ 8B 5C 24			mov r11d,dword ptr[rsp+4h]
	   04
 00000A7B  44/ 89 54 24			mov dword ptr[rsp+4h],r10d
	   04
 00000A80  44/ 89 1C 24			mov dword ptr[rsp],r11d
 00000A84  48/ 83 C2 01			add rdx,1h
 00000A88  48/ 0F B6 02			movzx rax,byte ptr[rdx]
 00000A8C  41/ FF 24 C0			jmp qword ptr[r8+rax*8h]
 00000A90			ViSwapd endp

 00000A90			ViSwapq proc
 00000A90  41/ 5A			pop r10
 00000A92  41/ 5B			pop r11
 00000A94  41/ 52			push r10
 00000A96  41/ 53			push r11
 00000A98  48/ 83 C2 01			add rdx,1h
 00000A9C  48/ 0F B6 02			movzx rax,byte ptr[rdx]
 00000AA0  41/ FF 24 C0			jmp qword ptr[r8+rax*8h]
 00000AA4			ViSwapq endp

 00000AA4			ViDecb proc
 00000AA4  80 2C 24 01			sub byte ptr[rsp],1h
 00000AA8  9C				pushfq
 00000AA9  48/ 83 C2 01			add rdx,1h
 00000AAD  48/ 0F B6 02			movzx rax,byte ptr[rdx]
 00000AB1  41/ FF 24 C0			jmp qword ptr[r8+rax*8h]
 00000AB5			ViDecb endp

 00000AB5			ViDecw proc
 00000AB5  66| 83 2C 24			sub word ptr[rsp],1h
	   01
 00000ABA  9C				pushfq
 00000ABB  48/ 83 C2 01			add rdx,1h
 00000ABF  48/ 0F B6 02			movzx rax,byte ptr[rdx]
 00000AC3  41/ FF 24 C0			jmp qword ptr[r8+rax*8h]
 00000AC7			ViDecw endp

 00000AC7			ViDecd proc
 00000AC7  83 2C 24 01			sub dword ptr[rsp],1h
 00000ACB  9C				pushfq
 00000ACC  48/ 83 C2 01			add rdx,1h
 00000AD0  48/ 0F B6 02			movzx rax,byte ptr[rdx]
 00000AD4  41/ FF 24 C0			jmp qword ptr[r8+rax*8h]
 00000AD8			ViDecd endp

 00000AD8			ViDecq proc
 00000AD8  48/ 83 2C 24			sub qword ptr[rsp],1h
	   01
 00000ADD  9C				pushfq
 00000ADE  48/ 83 C2 01			add rdx,1h
 00000AE2  48/ 0F B6 02			movzx rax,byte ptr[rdx]
 00000AE6  41/ FF 24 C0			jmp qword ptr[r8+rax*8h]
 00000AEA			ViDecq endp

 00000AEA			ViIncb proc
 00000AEA  80 04 24 01			add byte ptr[rsp],1h
 00000AEE  9C				pushfq
 00000AEF  48/ 83 C2 01			add rdx,1h
 00000AF3  48/ 0F B6 02			movzx rax,byte ptr[rdx]
 00000AF7  41/ FF 24 C0			jmp qword ptr[r8+rax*8h]
 00000AFB			ViIncb endp

 00000AFB			ViIncw proc
 00000AFB  66| 83 04 24			add word ptr[rsp],1h
	   01
 00000B00  9C				pushfq
 00000B01  48/ 83 C2 01			add rdx,1h
 00000B05  48/ 0F B6 02			movzx rax,byte ptr[rdx]
 00000B09  41/ FF 24 C0			jmp qword ptr[r8+rax*8h]
 00000B0D			ViIncw endp

 00000B0D			ViIncd proc
 00000B0D  83 04 24 01			add dword ptr[rsp],1h
 00000B11  9C				pushfq
 00000B12  48/ 83 C2 01			add rdx,1h
 00000B16  48/ 0F B6 02			movzx rax,byte ptr[rdx]
 00000B1A  41/ FF 24 C0			jmp qword ptr[r8+rax*8h]
 00000B1E			ViIncd endp

 00000B1E			ViIncq proc
 00000B1E  48/ 83 04 24			add qword ptr[rsp],1h
	   01
 00000B23  9C				pushfq
 00000B24  48/ 83 C2 01			add rdx,1h
 00000B28  48/ 0F B6 02			movzx rax,byte ptr[rdx]
 00000B2C  41/ FF 24 C0			jmp qword ptr[r8+rax*8h]
 00000B30			ViIncq endp

 00000B30			ViSwapbq proc
 00000B30  48/ 8B 04 24			mov rax,qword ptr[rsp]
 00000B34  44/ 8A 44 24			mov r8b,byte ptr[rsp+8h]
	   08
 00000B39  48/ 89 44 24			mov qword ptr[rsp+1h],rax
	   01
 00000B3E  44/ 88 04 24			mov byte ptr[rsp],r8b
 00000B42  48/ 83 C2 01			add rdx,1h
 00000B46  48/ 0F B6 02			movzx rax,byte ptr[rdx]
 00000B4A  41/ FF 24 C0			jmp qword ptr[r8+rax*8h]
 00000B4E			ViSwapbq endp

 00000B4E			ViSwapwq proc
 00000B4E  48/ 8B 04 24			mov rax,qword ptr[rsp]
 00000B52  66| 44/ 8B 44 24		mov r8w,word ptr[rsp+8h]
	   08
 00000B58  48/ 89 44 24			mov qword ptr[rsp+2h],rax
	   02
 00000B5D  66| 44/ 89 04 24		mov word ptr[rsp],r8w
 00000B62  48/ 83 C2 01			add rdx,1h
 00000B66  48/ 0F B6 02			movzx rax,byte ptr[rdx]
 00000B6A  41/ FF 24 C0			jmp qword ptr[r8+rax*8h]
 00000B6E			ViSwapwq endp

 00000B6E			ViSwapdq proc
 00000B6E  48/ 8B 04 24			mov rax,qword ptr[rsp]
 00000B72  44/ 8B 44 24			mov r8d,dword ptr[rsp+8h]
	   08
 00000B77  48/ 89 44 24			mov qword ptr[rsp+4h],rax
	   04
 00000B7C  44/ 89 04 24			mov dword ptr[rsp],r8d
 00000B80  48/ 83 C2 01			add rdx,1h
 00000B84  48/ 0F B6 02			movzx rax,byte ptr[rdx]
 00000B88  41/ FF 24 C0			jmp qword ptr[r8+rax*8h]
 00000B8C			ViSwapdq endp

 00000B8C			ViLdsb proc
 00000B8C  48/ 8B 42 01			mov rax,qword ptr[rdx+1h]
 00000B90  8A 04 04			mov al,byte ptr[rsp+rax]
 00000B93  48/ 83 EC 01			sub rsp,1h
 00000B97  88 04 24			mov byte ptr[rsp],al
 00000B9A  48/ 83 C2 09			add rdx,9h
 00000B9E  48/ 0F B6 02			movzx rax,byte ptr[rdx]
 00000BA2  41/ FF 24 C0			jmp qword ptr[r8+rax*8h]
 00000BA6			ViLdsb endp

 00000BA6			ViLdsw proc
 00000BA6  48/ 8B 42 01			mov rax,qword ptr[rdx+1h]
 00000BAA  66| 8B 04 04			mov ax,word ptr[rsp+rax]
 00000BAE  48/ 83 EC 02			sub rsp,2h
 00000BB2  66| 89 04 24			mov word ptr[rsp],ax
 00000BB6  48/ 83 C2 09			add rdx,9h
 00000BBA  48/ 0F B6 02			movzx rax,byte ptr[rdx]
 00000BBE  41/ FF 24 C0			jmp qword ptr[r8+rax*8h]
 00000BC2			ViLdsw endp

 00000BC2			ViLdsd proc
